Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
5433,691,691,59540,45535,0.76,525,61669,51868,0.15,101,1842,1539,691,62562,47654,691,2607,599,0.09,65,113130,24888,0.09,62,98478,16452,0.72,497,17464,11626,800,170267,73141
5434,240,240,58577,51385,0.72,174,52953,50600,0.1,23,3522,3003,240,62109,53440,240,3506,590,0.1,24,84764,53788,0.11,27,57097,43758,0.76,182,15393,12293,263,157633,66373
5440,120,120,45234,37530,0.68,81,49344,42830,0.19,23,1040,699,120,52106,43250,120,5660,710,0.17,20,68665,43784,0.15,18,68280,15457,0.73,88,11188,6054,129,151082,63775
5451,467,467,55523,44280,0.66,308,55795,50464,0.15,72,4360,1552,467,58874,46936,467,2632,645,0.13,63,87640,36662,0.13,60,69063,16344,0.69,324,16379,11334,469,224072,94552
5452,319,319,55813,44082,0.73,234,56788,52263,0.13,43,3545,2348,319,58317,46465,319,2498,636,0.11,36,47737,29171,0.11,36,37894,13845,0.75,239,15111,9823,341,222144,99887
5453,3188,3188,64323,51173,0.72,2309,60883,54109,0.13,426,2639,1504,3188,68537,54500,3188,3878,826,0.11,357,87620,27971,0.11,348,62308,11528,0.78,2475,18177,11663,3435,186213,86188
5454,219,219,57280,51508,0.69,151,50985,49255,0.11,25,2631,1845,219,63258,53181,219,5735,455,0.1,21,176366,19655,0.1,21,164031,8284,0.77,168,14363,12565,234,154560,68827
5460,430,430,62708,50616,0.73,313,55624,51069,0.13,58,2730,664,430,66617,52319,430,3664,638,0.1,43,187935,23746,0.1,44,139205,14973,0.77,332,16638,12069,465,141089,58196
5461,1526,1526,59433,47166,0.73,1107,54739,50000,0.13,193,3255,882,1526,63227,49560,1526,3397,756,0.07,114,104677,33157,0.07,114,72995,16832,0.76,1156,16088,9932,1557,153481,63482
5462,344,344,55358,48284,0.77,265,52376,48726,0.09,30,879,2242,344,60538,51580,344,4576,819,0.11,39,118682,29980,0.1,36,102332,17909,0.76,260,14276,10578,358,114176,51322
5464,332,332,67788,54928,0.67,223,51223,48504,0.14,46,1590,1731,332,75683,58140,332,5842,853,0.08,28,78154,49097,0.09,29,44155,21952,0.76,252,18488,13242,339,152872,77673
5470,76,76,56833,45221,0.62,47,53685,44763,0.12,9,5895,5973,76,59544,45629,76,2710,349,0.11,8,15800,3935,0.11,8,10932,3342,0.7,53,15285,9596,75,144228,57869
5471,63,63,78563,68657,0.56,35,40839,35772,0.17,11,3872,6002,63,96351,80000,63,5204,300,0.16,10,67417,22130,0.16,10,39240,6837,0.71,45,23213,18010,61,128334,60773
5472,94,94,54244,41960,0.66,62,41840,35648,0.14,13,10566,3409,94,58816,46851,94,4572,518,0.11,10,42741,24688,0.1,9,19476,14608,0.63,59,16270,8987,99,133221,60932
5473,392,392,57035,46825,0.76,299,51899,46037,0.14,53,-615,0,392,60381,49925,392,3216,534,0.11,42,81265,38632,0.1,41,55143,19795,0.72,284,15638,11564,418,157307,47536
5480,481,481,55819,46010,0.7,339,58440,50531,0.11,54,1030,64,481,61479,52194,481,3758,750,0.11,51,104492,31674,0.1,49,87150,26982,0.73,351,15310,11392,524,160566,92042
5481,312,312,50968,38220,0.59,185,54804,44771,0.15,46,1719,340,312,54727,41790,312,3228,306,0.16,49,99672,24938,0.15,46,77182,19892,0.68,212,13784,7965,337,170867,81516
5482,316,316,67692,45382,0.62,196,55844,46098,0.12,37,187,662,316,78575,51792,316,2697,436,0.13,40,76581,22994,0.12,39,33232,7132,0.69,219,24096,10195,327,162052,77357
5483,195,195,53941,44502,0.65,126,56672,47288,0.17,34,2417,472,195,57919,45193,195,2348,470,0.15,29,135102,81603,0.14,28,122081,76238,0.74,145,14470,9363,216,193058,86994
5485,356,356,55697,47282,0.74,265,59096,50230,0.16,58,1472,1584,356,59455,49470,356,2924,628,0.12,41,42823,24905,0.11,39,27869,8953,0.72,257,15424,11916,376,148124,77246
5490,84,84,65956,54454,0.67,56,52001,40941,0.08,7,1608,1501,84,70649,57350,84,3578,452,0.13,11,109420,55623,0.13,11,97425,43987,0.76,64,17922,13279,96,142768,73079
5491,1142,1142,67054,52098,0.72,820,59540,51528,0.12,135,642,-122,1142,72240,55906,1142,4702,804,0.1,113,161700,47390,0.09,107,126777,26638,0.77,882,19869,12316,1209,175114,82585
5495,279,279,55556,42819,0.68,190,59110,58165,0.13,36,2667,1644,279,57872,45663,279,2277,500,0.11,30,143764,20726,0.11,32,108081,19846,0.67,187,17056,12164,319,147375,77930
5501,5454,5454,63811,55241,0.81,4426,64086,59262,0.1,564,950,170,5454,66835,57608,5454,2837,874,0.09,475,88546,39080,0.08,463,64540,18418,0.82,4452,16720,12378,5727,115606,62293
5502,1006,1006,61882,49970,0.75,753,59148,53865,0.12,119,3132,650,1006,65823,52816,1006,3617,623,0.1,102,131237,37602,0.1,99,107690,20308,0.78,782,16652,11973,1250,106848,39912
5510,61,61,67790,54729,0.82,50,57883,53501,0.07,4,17070,10792,61,75226,59339,61,5051,1224,0.07,4,157823,14703,0.07,4,165992,10702,0.8,49,17908,12290,69,113482,74981
5520,273,273,69102,45151,0.71,194,50256,43462,0.1,27,4972,1944,273,74367,45320,273,5028,590,0.07,20,173100,46395,0.07,18,172328,34810,0.75,204,20697,9446,314,142243,57919
5521,63,63,81693,52056,0.7,44,59095,49332,0.14,9,-335,-673,63,90294,63493,63,8039,1671,0.13,8,640155,57242,0.13,8,477362,22216,0.87,55,21320,11301,78,156553,54385
5522,803,803,67550,47851,0.64,514,56024,46522,0.18,142,7342,3534,803,73368,50340,803,5188,633,0.09,74,87032,44194,0.09,73,70350,20300,0.71,570,21488,13036,854,210445,101362
5523,1069,1069,64642,52130,0.7,747,64166,57033,0.15,165,1562,1250,1069,69981,55204,1069,4133,824,0.09,91,107129,28190,0.08,86,88915,14616,0.75,803,19546,13877,1146,206866,87938
5540,7723,7723,58603,49905,0.83,6411,60700,54719,0.1,803,502,-104,7723,61095,51789,7723,2468,829,0.06,480,82295,28801,0.06,465,60208,15114,0.77,5979,15532,11141,8703,134748,58664
5550,562,562,54845,48841,0.8,447,52171,52937,0.13,73,2808,1141,562,60795,53136,562,3683,706,0.08,44,84625,21586,0.07,40,70296,11479,0.79,444,13243,9624,575,84335,33873
5552,202,202,80464,56829,0.59,120,44761,40890,0.1,21,6180,1503,202,93236,61270,202,5838,307,0.05,11,30498,27900,0.05,10,14756,5756,0.76,154,23387,12841,199,148083,41719
5554,3123,3123,58097,48441,0.77,2393,55557,49202,0.12,376,4004,1546,3123,61773,50504,3123,3047,543,0.09,272,127842,29651,0.08,257,110438,14473,0.78,2429,14877,10216,3330,138572,61309
5555,307,307,70458,48216,0.6,183,46527,41225,0.14,42,6900,3385,307,80297,54444,307,6957,479,0.13,40,98743,25899,0.13,39,79434,11368,0.79,242,20099,10402,319,185676,80963
5556,2241,2241,56886,43672,0.69,1542,56600,48028,0.12,277,4992,2014,2241,60857,45835,2241,2984,540,0.1,214,70730,27714,0.09,198,49909,11828,0.72,1610,16543,9742,2597,181718,78899
5558,2705,2705,56269,44258,0.67,1815,56668,47967,0.13,344,2007,1354,2705,59284,46292,2705,2970,507,0.09,253,93500,29430,0.09,242,74216,14844,0.71,1927,15874,9602,3127,175565,84962
5560,254,254,68773,49548,0.6,153,45148,37693,0.1,25,3661,1653,254,77850,51310,254,6489,504,0.07,18,28561,11023,0.07,17,16148,4600,0.72,183,21250,14556,271,331305,79630
5570,251,251,54144,41931,0.6,151,47687,41154,0.08,19,4278,1371,251,58775,42876,251,3864,280,0.14,35,151627,31492,0.14,35,114254,12636,0.66,165,16126,9549,295,119813,68347
5571,990,990,67372,45963,0.61,606,54729,44842,0.15,148,5499,3055,990,73149,49882,990,4604,437,0.1,101,158391,36935,0.1,100,133518,17334,0.72,710,22094,11637,1104,207758,89853
5572,98,98,87677,63392,0.64,63,51416,41321,0.14,14,10002,1282,98,93255,64328,98,4439,452,0.13,13,79160,36800,0.13,13,41616,30382,0.76,74,27412,14899,108,117312,48406
5573,1204,1204,72870,48536,0.64,769,51492,45434,0.13,162,7855,1122,1204,77730,51135,1204,4763,538,0.1,117,103167,32840,0.09,111,62491,15443,0.74,885,24637,12994,1289,184411,74972
5575,1327,1327,55996,42007,0.58,765,53284,47734,0.12,165,5412,2677,1327,59996,44132,1327,3406,399,0.13,166,95622,35032,0.11,152,69408,18548,0.68,896,17308,9320,1468,186400,76668
5576,646,646,60234,47126,0.64,412,55093,48661,0.14,90,2314,954,646,64526,49061,646,3628,395,0.12,79,100573,45015,0.12,79,63934,18673,0.74,481,16940,9843,730,188362,72876
5577,337,337,56042,40843,0.61,206,49372,42948,0.17,58,2647,2958,337,63172,44836,337,4298,509,0.15,50,87278,32140,0.15,50,65985,17554,0.7,235,16864,9177,357,158361,56463
5580,246,246,56063,39506,0.57,139,47397,41818,0.13,33,1217,1171,246,63909,45100,246,5796,278,0.11,27,649647,49706,0.11,26,591119,15270,0.62,152,19619,13394,249,195357,91942
5581,314,314,57044,42577,0.55,174,56259,45000,0.19,61,2702,1320,314,61041,45700,314,3852,414,0.11,34,91456,31967,0.11,33,70155,12657,0.71,222,16367,9773,357,271663,130327
5582,282,282,55770,42736,0.6,168,58460,46098,0.12,33,2549,637,282,59302,45350,282,3330,440,0.12,34,51007,22024,0.11,32,32537,14692,0.7,196,16039,10244,356,197091,113706
5583,400,400,47737,36927,0.58,231,48790,44750,0.14,56,7093,1840,400,50391,38621,400,2616,275,0.1,39,214816,40299,0.09,37,217106,23217,0.65,259,13088,8817,470,168606,77134
5600,3688,3688,77269,65611,0.85,3152,80150,72023,0.16,573,-118,-598,3688,79843,67958,3688,2543,1196,0.06,235,118312,30959,0.06,229,95979,13644,0.83,3078,22252,17260,4294,195749,99337
5601,59,59,58972,51620,0.71,42,67519,65047,0.08,5,-3138,65,59,61639,53495,59,2667,1015,0.05,3,70417,80179,0.05,3,64241,54340,0.71,42,18241,15581,71,141950,84024
5602,752,752,57931,48226,0.72,539,58041,50023,0.13,101,311,575,752,63769,51558,752,3515,506,0.08,59,154582,41331,0.08,59,139984,20380,0.74,553,16206,11426,855,166840,81918
5603,273,273,60504,47211,0.62,169,54355,50366,0.12,34,807,-556,273,69853,54083,273,5436,518,0.12,34,103698,22561,0.12,33,83195,9526,0.72,196,17322,11611,271,128550,72804
5604,133,133,60154,50706,0.59,78,66061,56748,0.14,19,-514,1179,133,63496,55112,133,3342,840,0.14,18,88435,31686,0.13,17,77445,15470,0.77,102,16708,11846,156,222317,100822
5605,1104,1104,57773,46504,0.62,688,56496,51478,0.14,154,4771,2239,1104,62476,50862,1104,3536,536,0.1,112,80260,35506,0.1,110,53427,13754,0.72,796,16607,11717,1195,225679,95949
5606,9015,9015,63200,50256,0.77,6922,56663,50956,0.12,1075,2729,1694,9015,66358,52542,9015,3076,625,0.1,878,98851,35634,0.09,841,70720,13202,0.79,7096,17676,10645,9787,155283,62366
5607,2900,2900,61109,50742,0.69,2004,57142,51110,0.13,385,2857,1356,2900,65512,54128,2900,3716,612,0.11,329,78597,34421,0.11,314,58681,14586,0.76,2213,17170,12028,3001,172637,78689
5608,6375,6375,62833,52404,0.86,5472,66893,58426,0.07,466,-204,-354,6375,64712,53588,6375,1838,751,0.05,318,50359,18340,0.05,292,38461,9764,0.78,4973,17162,13062,7208,120538,45862
5609,1164,1164,77800,69469,0.92,1067,81809,74284,0.11,126,-2180,-833,1164,80366,71968,1164,2565,1209,0.05,63,51419,15708,0.06,65,31766,7350,0.84,981,22274,18844,1211,149985,74866
5630,88,88,66150,55428,0.68,60,54497,46156,0.19,17,1515,1938,88,69454,57788,88,3303,566,0.11,10,48213,10874,0.11,10,26635,5804,0.85,75,16020,12184,90,117648,74011
5631,726,726,80188,56989,0.63,459,56394,49341,0.14,104,-323,211,726,87725,61434,726,5046,601,0.08,60,88704,13196,0.07,54,65536,8897,0.8,580,25140,15323,732,247117,80961
5632,153,153,102436,69602,0.56,85,50098,49667,0.1,15,1930,1481,153,127811,79865,153,7569,485,0.05,8,73557,12284,0.05,7,43734,7578,0.84,129,32914,16971,141,165351,62350
5633,198,198,66372,44368,0.64,126,45650,40885,0.13,25,1004,1753,198,89579,52656,198,8588,1267,0.08,15,99059,7164,0.07,14,86521,7273,0.74,146,19861,9488,199,155380,53128
5640,649,649,63637,54643,0.63,408,56511,51623,0.16,101,3625,1289,649,72376,58518,649,4276,596,0.12,78,132095,50402,0.11,71,100079,15297,0.79,511,16834,11916,635,230537,88643
5641,642,642,63210,51682,0.6,388,54847,49493,0.11,69,549,444,642,77644,60436,642,5245,511,0.11,71,105561,21215,0.1,65,92177,15504,0.77,493,16346,11211,641,181010,63877
5642,145,145,62343,44651,0.54,79,36904,34615,0.08,11,-19,1334,145,72866,51219,145,4431,298,0.06,8,45731,27749,0.06,8,54675,12824,0.79,114,14773,8629,130,203420,52737
5650,106,106,69494,58616,0.54,57,41816,31234,0.08,9,-159,334,106,79314,59612,106,4911,234,0.09,10,434392,54618,0.1,11,307370,17582,0.73,77,20766,16919,101,163559,52819
5651,84,84,75783,59086,0.5,42,47416,31900,0.1,8,5244,2535,84,90587,70244,84,13851,2467,0.12,10,127918,46220,0.12,10,102218,17265,0.8,67,21742,14683,84,222984,63624
5652,437,437,74947,53356,0.67,293,56965,50993,0.15,65,1759,801,437,79502,58688,437,4403,639,0.08,37,73638,29357,0.08,36,63032,19901,0.77,336,23844,14213,431,190204,80545
5654,124,124,64102,54658,0.64,79,61440,60052,0.1,12,4842,3558,124,77545,66426,124,6290,358,0.06,7,156911,123449,0.06,7,107220,96507,0.77,95,17113,14857,124,137925,64692
5655,62,62,64744,45138,0.61,38,50011,43261,0.05,3,1735,1202,62,68267,46315,62,2534,444,0.1,6,87717,31672,0.08,5,95281,46263,0.77,48,15344,5767,65,91156,61483
5661,83,83,84231,60456,0.6,50,48118,46558,0.1,8,3143,3371,83,89803,65394,83,5572,347,0.06,5,144237,84372,0.06,5,110437,66241,0.84,70,23824,16144,76,129796,78808
5670,303,303,55252,43651,0.66,199,52497,49760,0.18,54,2421,1790,303,58293,46831,303,3011,481,0.13,40,121986,69454,0.13,38,111576,42736,0.71,216,15539,10745,325,161983,71364
5671,122,122,82444,60132,0.56,68,40334,35272,0.08,10,5307,1000,122,91785,66013,122,7026,524,0.1,12,22895,10972,0.08,10,10045,6480,0.78,95,24363,18578,108,230369,85366
5680,1426,1426,60958,47605,0.67,950,53117,46897,0.14,203,4067,2242,1426,65472,51410,1426,4188,480,0.12,166,60658,28906,0.12,165,39694,14740,0.76,1086,16370,10690,1512,166624,73443
5690,2280,2280,65285,53958,0.81,1839,57746,52545,0.12,280,2565,956,2280,69518,56832,2280,3728,734,0.09,196,114708,37809,0.08,185,81348,19436,0.81,1844,17153,11968,2603,127665,49336
5700,5900,5900,61411,52230,0.85,5036,62922,56220,0.1,592,-89,94,5900,64175,54734,5900,2618,894,0.06,381,92776,22640,0.06,377,74456,9107,0.8,4694,16064,11624,6812,134686,51848
5701,50,50,48392,47046,0.84,42,48377,53137,0.22,11,3789,4578,50,51829,52117,50,3422,1527,0.08,4,13728,13834,0.06,3,5702,1500,0.74,37,11855,9238,60,154607,56806
5710,1344,1344,69364,61980,0.88,1182,71246,65763,0.13,170,-414,-177,1344,72705,64568,1344,3290,1245,0.05,73,38123,18239,0.06,75,21787,11660,0.82,1108,18989,15771,1482,162851,89360
5720,135,135,77396,73636,0.9,121,77833,72740,0.18,24,651,1572,135,80972,75872,135,3576,1293,0.06,8,32082,16586,0.04,6,39100,20343,0.89,120,19614,16516,155,125991,62985
5722,177,177,64558,42094,0.76,134,70063,58812,0.14,24,203,-1550,177,66467,45233,177,1908,618,0.09,16,53919,8018,0.1,17,37733,6831,0.66,116,21634,14175,208,105701,46972
5723,799,799,56289,49884,0.81,644,57516,54830,0.12,93,3493,2343,799,58806,52586,799,2317,564,0.12,93,64912,29690,0.12,96,45476,12677,0.77,618,13476,10205,919,72936,22840
5724,102,102,45960,36415,0.86,88,46599,37172,0.03,3,2951,3967,102,48881,39736,102,2921,318,0.04,4,315241,154644,0.04,4,295788,103312,0.65,66,11637,6822,122,65139,15604
5725,2384,2384,113009,103714,0.95,2259,103551,102523,0.17,416,-2622,-1802,2384,116540,107209,2384,3462,1788,0.04,103,69215,18951,0.04,105,51405,12558,0.89,2121,35289,28933,2591,132455,66510
5730,57,57,38863,33083,0.47,27,42823,36923,0.14,8,6782,7564,57,41247,37735,57,1960,0,0.11,6,132357,33036,0.11,6,115286,27058,0.63,36,7968,5371,62,115752,41643
5731,110,110,56615,44594,0.85,93,55270,47597,0.2,22,365,138,110,58726,47678,110,2064,516,0.1,11,69814,23891,0.09,10,56878,21220,0.81,89,11901,8421,141,113529,54801
5732,69,69,45845,36049,0.75,52,44152,34706,0.16,11,2591,170,69,48617,38262,69,2772,398,0.16,11,25429,7577,0.16,11,27373,6873,0.71,49,9404,5120,92,49550,25930
5733,67,67,70669,50087,0.9,60,50085,47984,0.09,6,705,762,67,74308,50367,67,3639,491,0.1,7,28840,21995,0.09,6,23270,16502,0.88,59,17425,8719,78,128192,45036
5734,56,56,65969,54573,0.91,51,59582,56546,0.11,6,2741,2349,56,69670,57196,56,3701,874,0.04,2,100904,100904,0.04,2,58132,58132,0.75,42,19249,11225,74,100758,17381
6000,12373,12373,77780,54685,0.85,10550,77161,60793,0.09,1102,953,20,12373,81862,57753,12373,4019,735,0.09,1087,56718,15389,0.07,922,35997,7114,0.79,9814,25770,14185,11952,105525,21568
6003,3520,3520,72297,55214,0.89,3117,70600,59186,0.1,335,1128,-6,3520,75739,58891,3520,3403,944,0.1,358,60972,15874,0.09,319,41880,6777,0.83,2925,21284,13107,3454,112592,26716
6004,9366,9366,90524,63094,0.84,7866,84989,67860,0.13,1174,391,-289,9366,94269,66424,9366,3708,862,0.09,812,79254,19812,0.08,730,51289,7630,0.82,7686,30595,16461,9008,156191,33302
6005,5028,5028,91475,65337,0.85,4261,85761,69959,0.12,580,2930,455,5028,95516,68623,5028,3798,909,0.1,497,62315,14621,0.08,425,40364,8544,0.84,4199,29833,17029,5114,162194,38095
6006,6599,6599,96531,71532,0.83,5446,91766,75367,0.17,1115,1794,490,6599,100459,74935,6599,3891,1010,0.11,738,100486,24906,0.1,667,69891,9828,0.84,5555,31639,19726,7258,188723,77031
6007,5810,5810,112046,75610,0.82,4752,100102,77998,0.17,984,1043,698,5810,116577,79322,5810,4474,1126,0.11,626,130909,31398,0.1,579,73326,10582,0.84,4868,40123,21272,6145,226168,78660
6008,11335,11335,114856,72916,0.75,8527,105672,76923,0.17,1928,1922,904,11335,119962,76540,11335,5016,935,0.1,1185,139246,29711,0.1,1087,77011,11200,0.8,9074,44013,22736,11901,321835,96978
6009,12510,12510,156422,64942,0.68,8455,108015,61825,0.19,2427,3976,3261,12510,182753,69859,12510,26081,747,0.1,1306,321677,57715,0.09,1179,189038,18855,0.75,9432,73084,24285,12448,508045,125395
6010,12830,12830,143220,70864,0.67,8657,110700,72916,0.17,2124,3170,1892,12830,149673,75886,12830,6251,1002,0.09,1190,202907,37480,0.09,1107,127107,11422,0.79,10093,61026,23811,13147,424298,128332
6011,6919,6919,213621,83598,0.63,4348,127460,71345,0.18,1220,3373,3522,6919,935870,89936,6919,721960,1163,0.11,748,296028,51692,0.1,691,160996,21490,0.81,5633,98489,28259,7296,627499,149935
6012,6320,6320,189700,66027,0.72,4550,103133,65000,0.15,944,2017,1340,6320,196399,70711,6320,6431,961,0.11,667,178632,33735,0.1,617,109429,12450,0.79,5002,88878,21115,6420,434556,98974
6014,15667,15667,109833,66800,0.76,11939,99760,69436,0.17,2597,1948,1327,15667,114389,70351,15667,4431,907,0.11,1761,130306,21417,0.1,1567,84144,9483,0.78,12277,42509,20498,15711,285192,108689
6015,5010,5010,171083,82556,0.63,3151,126628,70542,0.21,1030,4356,3205,5010,178757,87878,5010,7502,1098,0.09,467,381472,48499,0.09,444,277639,15616,0.8,4019,74774,28147,4970,504337,189659
6016,7468,7468,92933,67490,0.85,6370,89344,70467,0.14,1042,1508,2,7468,96441,70598,7468,3482,1046,0.12,897,108980,17800,0.1,784,92221,9804,0.82,6122,31161,18550,7538,179601,79575
6017,3715,3715,65899,56871,0.87,3224,66440,60920,0.07,254,1370,46,3715,68479,59679,3715,2540,858,0.17,613,94944,12179,0.15,541,89544,6685,0.8,2982,18204,13242,3509,82123,28866
6018,28743,28743,92730,68455,0.79,22772,91579,74742,0.15,4420,1312,666,28743,96488,71974,28743,3666,984,0.09,2633,86999,24814,0.08,2396,54465,9092,0.81,23247,31406,19715,30003,195682,84255
6019,17607,17607,95885,70950,0.81,14255,92462,76226,0.15,2557,1505,620,17607,99804,74769,17607,3816,1122,0.1,1819,79349,28519,0.1,1694,44897,10710,0.83,14572,32090,20109,18529,186195,75424
6020,15167,15167,104947,66510,0.71,10788,93768,71644,0.19,2892,2153,1188,15167,109411,70936,15167,4337,861,0.09,1309,98166,30924,0.08,1222,59337,11011,0.78,11796,39838,21615,16381,299958,139310
6021,14132,14132,79733,61158,0.78,11065,77870,66349,0.16,2303,3705,1491,14132,82941,64140,14132,3102,800,0.1,1434,142427,24454,0.09,1332,118859,10262,0.8,11293,25411,16448,14473,149626,65517
6022,3418,3418,73366,58831,0.78,2681,77744,69000,0.13,449,1001,46,3418,76091,61448,3418,2704,770,0.11,361,83042,31805,0.1,334,53821,14218,0.78,2672,22413,16780,3776,158745,81862
6023,10380,10380,86224,64608,0.77,7953,88997,73798,0.16,1666,1345,510,10380,89746,67992,10380,3452,873,0.08,830,67776,30243,0.08,791,36551,10879,0.78,8139,29023,19816,11261,229932,113340
6024,9070,9070,72314,59624,0.81,7310,77083,68258,0.12,1057,271,-163,9070,74956,62527,9070,2622,764,0.09,843,60400,27347,0.09,790,37655,9766,0.79,7141,21691,16299,10101,151704,81267
6025,21378,21378,84152,63464,0.79,16859,84009,69942,0.14,3073,158,0,21378,87583,66834,21378,3298,888,0.09,1876,77243,30400,0.08,1786,47584,11442,0.8,17173,27298,17685,23279,183454,84209
6026,15060,15060,77248,60426,0.79,11913,80906,68288,0.13,1927,26,-261,15060,80073,62931,15060,2784,776,0.08,1157,71501,26150,0.07,1091,44845,9979,0.79,11867,24254,17085,16272,186000,97342
6027,29098,29098,77150,60728,0.81,23661,78672,66447,0.13,3795,-502,-548,29098,80141,63556,29098,2938,836,0.09,2669,75252,28775,0.09,2511,47844,11265,0.81,23443,23613,15984,31201,150274,71471
6028,16578,16578,85626,64841,0.82,13600,85622,68988,0.13,2129,-1618,-1224,16578,88735,67723,16578,3033,877,0.08,1407,98667,32240,0.08,1354,65968,12110,0.82,13548,27331,17910,17118,152441,73830
6029,2128,2128,125877,75459,0.72,1522,100348,71384,0.2,423,1838,1892,2128,131963,81086,2128,5352,1001,0.09,191,115333,31498,0.08,172,76597,9936,0.81,1715,49558,24390,2265,346891,137395
6030,26548,26548,73815,58405,0.83,22033,75175,63716,0.09,2422,-1652,-1424,26548,76438,60828,26548,2557,818,0.09,2521,83946,31440,0.09,2409,56016,12322,0.81,21396,21889,14724,27452,106256,47474
6031,12663,12663,72370,60968,0.89,11222,74233,65057,0.08,954,-2330,-2115,12663,75117,63193,12663,2708,1008,0.09,1087,56033,28871,0.08,1026,32937,11448,0.83,10539,20301,14953,12844,86846,44551
6032,189,189,71214,54620,0.72,137,65445,52773,0.2,38,9672,2674,189,76490,58322,189,5274,777,0.15,28,54115,22602,0.13,25,34139,16034,0.8,151,21314,13996,185,153661,49337
6033,419,419,66286,50678,0.69,288,59692,51990,0.17,70,1772,30,419,70558,53019,419,3687,471,0.11,45,70924,18746,0.1,43,50450,8317,0.77,324,20652,11798,378,160579,42490
6034,3068,3068,74021,64768,0.89,2743,77054,69160,0.04,127,-1639,-648,3068,76607,66968,3068,2579,1094,0.08,250,45211,18753,0.08,245,26747,8637,0.84,2579,20548,16085,3015,63798,36565
6035,7009,7009,73614,59438,0.84,5857,77023,66671,0.08,573,-1065,-1336,7009,76221,61717,7009,2543,919,0.09,657,59198,30481,0.09,629,34083,11580,0.8,5607,21996,15541,7237,96944,46677
6036,11719,11719,73455,60000,0.87,10243,75758,64656,0.07,862,-2829,-2180,11719,76055,62132,11719,2575,940,0.09,1010,61470,28492,0.08,962,37708,11726,0.82,9602,21176,14914,11783,88948,41690
6037,2495,2495,73682,58512,0.81,2012,79389,65685,0.1,260,-960,-856,2495,76320,60745,2495,2589,777,0.1,250,65109,29170,0.09,235,37739,12718,0.79,1959,22621,15768,2647,107886,52206
6038,7762,7762,75442,64346,0.89,6934,77810,69156,0.06,429,-2274,-1573,7762,78210,66848,7762,2733,1132,0.09,712,55914,25569,0.09,679,31443,10469,0.84,6544,21197,15973,7589,72357,38457
6041,972,972,70715,52620,0.75,732,76477,62044,0.16,153,1124,89,972,73203,54932,972,2367,710,0.11,107,50235,22918,0.1,102,34070,12792,0.74,722,22445,15136,1105,135699,64410
6042,50,50,53199,32436,0.58,29,51317,34659,0.18,9,5659,4811,50,55089,34774,50,1890,217,0.14,7,366195,50068,0.12,6,346617,58164,0.52,26,21549,16699,62,221002,77120
6043,152,152,77977,47767,0.57,86,76380,64114,0.19,29,2896,1436,152,81183,51804,152,3197,396,0.07,10,75406,69784,0.07,10,39080,15070,0.66,101,27520,17822,190,282329,87570
6044,832,832,65682,48008,0.69,575,67622,53695,0.12,102,4371,3266,832,68856,51134,832,2980,418,0.12,97,96670,44189,0.12,97,64461,20553,0.73,604,21278,14226,959,148274,56048
6050,11090,11090,114190,68536,0.76,8459,93191,69804,0.18,1989,3498,1358,11090,121430,72452,11090,6599,895,0.1,1136,190279,25044,0.09,1042,137763,11718,0.81,8979,43302,20571,11661,269419,91608
6051,10064,10064,79722,63291,0.86,8677,78420,67288,0.12,1177,865,114,10064,82575,65661,10064,2785,882,0.12,1158,45571,17381,0.11,1067,25801,8287,0.83,8343,24084,15714,10486,133111,48309
6052,7884,7884,87718,67972,0.83,6574,88085,73562,0.16,1236,357,-300,7884,90912,71230,7884,3147,916,0.09,748,78268,22143,0.09,711,54905,9439,0.82,6453,28200,18863,8493,174554,88950
6053,10429,10429,83613,67470,0.84,8732,83564,73324,0.14,1503,-271,-549,10429,86556,70387,10429,2924,873,0.1,1080,82582,24808,0.1,996,59735,9758,0.82,8597,25993,18091,11158,154009,79542
6054,13278,13278,73227,61052,0.84,11179,74628,65833,0.12,1577,509,64,13278,75716,63196,13278,2439,738,0.09,1233,107375,24306,0.09,1156,86487,10082,0.81,10775,21471,15292,14463,130599,62553
6055,23992,23992,76697,64296,0.87,20981,77358,69139,0.1,2319,-196,-1075,23992,79651,67160,23992,2924,1098,0.1,2504,59330,24202,0.1,2389,39274,11759,0.84,20133,22207,16096,23884,99486,46871
6056,26869,26869,71503,58768,0.84,22514,72970,64064,0.1,2697,1127,-170,26869,74146,61232,26869,2567,750,0.08,2118,71973,24549,0.08,2019,50847,10824,0.8,21606,20896,14595,28913,120917,55440
6057,10945,10945,75920,62781,0.85,9267,77045,67788,0.1,1102,353,-634,10945,78521,65094,10945,2544,784,0.07,796,77375,27378,0.07,775,51534,11542,0.82,8991,22412,15857,11898,135631,66343
